texto,is_offensive,label
USER USER USER USER USER USER kkkkkk os n conhecedor de futebol querendo falar merda pq n sabia que o magico jogou aqui,OFF,1
"Pai de bananinha, USER É!!!!! KKKKKKKKK",OFF,1
"USER Viado oq se percebe querendo ou não nos jogos é que o Gil realmente tem dificuldade nessa saída, agora esse detalhe que ele deu aí só mostrou mais ainda que tem que ser arrumado e que o lado esquerdo é fraco",OFF,1
USER fumou tanto skank q os neurônios dele já derreteram tudo,OFF,1
Como de costume: USER USER,NOT,0
"O gado está pirando, mas a grande maioria dos brasileiros odeia esse débil-mental (perdoem-me os deficientes mentais). Chora mais cambada, esse aí já era. Olha a quantidade de likes e USER.",OFF,1
A lei do homem é falha e pior ainda nesse país....,OFF,1
"Todas as festas a Bad Nat tenta chamar a atenção do Eli e ele caga pra ela, acho tão ridículo isso . HASHTAG",OFF,1
Nojo...lixo...perdeu cliente,OFF,1
USER USER OPORTUNISTA. Nadieee les cree Hipócritas URL,OFF,1
Pior coisa é voc srntir vontadr de defecar no trabalho,NOT,0
"USER USER Assim falou o cara com um seguidor.... e ainda curte a globosta pqp,",OFF,1
USER USER USER podre não vou mais consumir estes produtos foraaaaaaa erva daninha,OFF,1
Ficou em segundo lugar na fazenda por fazer o Lucas de idiota e foi expulsa do BBB que azarada😂😂😂,OFF,1
USER mlk ta pilotando o caveirao da pm e fodase,OFF,1
"O mendigo comeu a mulher do cara, ainda veio dar entrevista dizendo q ela é a mulher mais gostosa q ele já viu, e que o marido não merece ela. O corno deve tá puto kkkkk🤣",OFF,1
rt USER meu c茅rebro de gordo jurava que era franguinho URL,OFF,1
Mas mano imagina bafo crl esse mendigo deve tá muito feliz kkkk,OFF,1
USER USER USER USER USER DE SANGUE,NOT,0
Como q priva a merda do tt inferno,OFF,1
USER só falou a verdade esse Biel e nojento,OFF,1
"Deixe nossas crianças em paz, canalhas canalhas",OFF,1
rt USER braaaabo pqp URL,OFF,1
"USER USER Aprende a escribir vos por lo menos feminazi, y deja de seguir a la porota, vas a mejorar",OFF,1
USER pra quem voltou mais de uma vez pra ve o Cala boca porra!,OFF,1
RT USER: Y éste Traveco quién es o que pedo? Está asquerosa 😂,OFF,1
RT USER: pedrinho vai odiar itatiba vazou do show pq teve treta vai se fuder que ódio,OFF,1
USER Isso me deixou mal kkkkkk bateu uma puta sdds URL,OFF,1
Sinceramente a USER se acha a dona da fazendo...não vejo a hora de alguém peita ela...já deu... Se acha a bambambam da casa USER todas tem medo dela e as meninas ficam babando o ovo dela... respeito é bom e todo mundo gosta,OFF,1
Pois é então aqui no Brasil vale a pena matar uma filha inocente vale a pena matar uma criança vale a pena matar pai e mãe,OFF,1
"USER USER ignora o cara irmão, ele apesar de tudo ainda é uma criança. n sabe lidar direito com critica, o cara do exército foi mt babaca de todo jeito, o nicks só n se expressou bem, era mt pressão em cima do mlk, um país inteiro, só de ele chegar la já deveria ter sido ótimo.",OFF,1
RT USER: USER USER - disse o maior corno do tt,OFF,1
USER USER USER e muito e baba ovo USER,OFF,1
"soyboys e feministos são uma bosta.é óbvio que o passado de uma filha da puta é da minha conta. em qualquer relação social e profissional.isso impacta diretamente na minha vida sim, sendo que a depósito de porra pode me arruinar, arruinar minha reputação e principalmente minhas finanças de alguma forma ou de outra.já é difícil confiar em alguém com um passado ""limpo"", então imagina confiar em alguém com um passado podre.o passado sempre volta, meus caros. lembrem-se destas palavras.",OFF,1
"RT USER: fala mal, + ta andando juntinho nojo d gente assim 🤢🤢.",OFF,1
RT USER: Ihh Corno,OFF,1
E pensar que tinha retardado mental querendo queimar o Vitor Roque ano passado,OFF,1
Que mulher horrorosa essa afffff brigou com todo mundo sem noção só sabe gritar credo que horrorrrrrrrrrrrrrr,OFF,1
"USER Volta, Lula! Quero ser roubado de novo! Quero ver meu dinheiro financiando obras superfaturadas no exterior, quero ver as Estatais sendo saqueadas, quero ver o MST mandando no Brasil ! Volta, Lula!",OFF,1
USER Dónde están las feminazi q cuestionan a Andy polo...y ella si tiene el derecho al trabajo a pesar de ser una agresora de niños,OFF,1
USER named my dog after Dante Alighieri because i was reading alot about dante’s inferno and i realized you could find foden in the 8th circle. URL,NOT,0
USER Sem contar ele sendo escroto falando mal dela,OFF,1
Que mulher loucaa da porta,OFF,1
USER Yo también quiero q vaquen al idiota.,OFF,1
"1° minha filha , vá aprender a escrever , 2° ele tem a opinião dele , e não obrigou você a assistir o vídeo , 3° se você viu que ele iria falar mal de crepusbosta , porque não deu exite ? sua idiota , virgem , sem noção do caralho ! -.-",OFF,1
Esse cara não deveria nem estar nem USER,OFF,1
"USER VTN seu C! Família corrupta que só tem apoio de trouxa, vagabundo, bandido e otário.",OFF,1
Ela é muito barraqueira !,OFF,1
Parabéns pelo péssimo mau gosto!,OFF,1
"Ser pode ser até fdp,passar rodo solteiro é aceitável,mas casado velho vsf🗣️🗣️",OFF,1
"a USER é imbecil, não perdoa! Tô com DÓ do Monark. USER USER, USER, USER!!! USER QUE CAIR UM METEORO E USER USER TUDO. PRINCIPALMENTE ESSE USER USER USER USER DE USER.",OFF,1
"USER é aquele cara que quer saber de tudo, mas não sabe de porra nenhuma rsrs",OFF,1
"Esse paradoxo da liberdade de expressão é uma coisas que sempre me deixou sem sabe como defender, pq eu sempre pensei que se eu defendo a liberdade de expressão tenho que permitir todas as expressividade... Mas esse professor me fez perceber que até a liberdade de expressão tem limites, pois se liberar a expressividade de alguém que é contra a expressividade, a liberdade de expressão não fará mais sentido. Um aprendizado muito foda, que me fez sair desse paradoxo de pensamento. Espero que o USER tenha entendido isso e todos que pensavam igual tenham percebido esse ensinamentos como eu percebi tbm. Fiquem todos bem",NOT,0
"USER USER, comercial lixo,que tara é essa nas crianças???🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",OFF,1
Coitado do Igor USER.... Da pra ver a triste no olhar dele.... Triste mesmo..... E pro USER é só foda-se mesmo,OFF,1
Engraçado tanto ignorante querendo ficar em casa acharam que não existe mais outros tipos de morte. Câncer..parada cardíaca. Aids.tuberculose.ate pneumonia mata sem parar todos os anos.engracado.ainda chamam as pessoas de gado. Só enxerga o que a Globo USER mostra Quem será que é gado né,OFF,1
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk - o cara é foda •,OFF,1
USER sabe aql pessoa q c olha e pensa eita caralho mais pra frente isso aqui vai me foder É EXATAMNETE ISS(mentira tô sendo dramatica,OFF,1
USER vs mc poUSER USER: não faz cara de maluco pra mim não seu USER USER Mc poUSER: vou mandar rapa sua cabeça novinha sai pra lá tou cheio de ódio,OFF,1
USER El consorcio de frecuencias robadas de tu ex Alcalde. Gordo mamarracho,OFF,1
USER USER adoro você estou muito chateado com sua saída mais cara você vacilou grandão infelizmente as vezes temos que aprender com os nossos próprios erros de verdade que você não de mais cabeçadas como está na sua vida e que você de a volta por cima e mostre as pessoas que você tem outro pensamento e não pensou na hora de falar essa merda,OFF,1
USER Bolsonaro tá cagando pra aquela porcaria se toca idiota.,OFF,1
"Homens: USER querem homens que elogiem e são carinhosos. USER que são brutos, cuidado🤣🤣🤣",NOT,0
O marido prefere q a mulher tenha um surto psicótico do q levar fama de corno kkkkkkkkkk é USER uma .,OFF,1
tenho que ler dois volume de dororo hj so pq o viado do meu irmão quer ler hoje a noite,OFF,1
E tão bom o hambúrguer de vocês mas com essa merda de propaganda só USER's a partir de hoje,OFF,1
"Muito bem que a USER cuspio fogo nos meninos porém tá muita moleza e sem fazer nada, sei que ela falou no tom alto com eles mas precisava de uma bronca pra ver se aprende gostei USER mostre quem você é 👏👏👏",NOT,0
"USER Eugenio, me parece que de acuerdo a los antecedentes que tengo de ti, esta postura que tienes en contra del Tren Maya es una postura hipócrita de tu parte.",OFF,1
"USER USER! Mew você falou TUDO o que eu penso dessa narrativa patética, e olha que eu sou uma mulher hein... Filme patético, atores péssimos, não tem absolutamente nada que presta nesse filme... E preciso falar... Amei sua imitação do Edward e da USER, a cara de sonsa dela USER adoreiii! Gostei da sua parede também ^^ tem pôster de friends e do USER USER ^^",OFF,1
Acredito que o USER falou sem ter um grande conhecimento sobre o assunto e falou besteira. Mais desejo força pra ele pra dar a volta por cima pois acredito que ele não compactua com ideias nazistas e vai aprender com esse erro.,NOT,0
"RT USER: O mentiroso quando è descoberto, fica bravo e se faz de vítima.",OFF,1
"rt USER si eu pego essas menina eu dou tanta ripada mano, vai ficar feia para de fofoca tmnc",OFF,1
"24:09 ele disse ""integralistas""? Os integralistas tinham cunho fascista, não nazista",OFF,1
"sou fã de crepúsculo,amei o filme o conheci faz um mês apenas até então eu não havia assistido,e ainda ontem estive assistindo um standard seu e USER falo que seu sussesso em cima da história criada,me interessei por ter adorado o filme e fui ver seus vídeos,e USER perde nesse momento uma fã,que não irá fazer diferença com certeza,e eu estou me sentindo agora muito em paz só por ter vindo falar,se USER irá ver ou não é meu desabafo aqui,a história crepúsculo é fenomenal eu nunca vi uma história tão bem escrita e bem narrada e eu adorei muito,e ao contrário da sua opinião as mulheres sonha sim com um homem que não existe porque são exatamente iguais a USER ,que pra mim sem conteúdo,e se USER tem lá seus seguidores com certeza seja por isso,por estarmos nun mundo repleto de idiotas .",OFF,1
USER Vamos aos fatos? Acuse os do que você é e do que você faz. Lula é o maior pilantra que eu já vi em toda minha vida. URL,OFF,1
"Tô exausto já... Depois do que me falaram hj, pqp eu sou foda",OFF,1
"inacreditável que o buck traiu mesmo a insuportável da taylor, jogaram todo o desenvolvimento dele no lixo",OFF,1
que time maldito pqp vai se fuder,OFF,1
USER '-' kkkkk mentir e errado sabia vc ontem que tinha 18 ou 19 anos não me recordo pq tenho mais dó que fazer amanhã vc vai fazer 21? Quem quiser pode olhar o comentário dúvido que vc esteja falando a verdade ou vc tem 0- de Qi 99% das suas tretas. Todo mundo te chamar de criança alguma coisa tem vou te silenciar nem adianta comentar merda não vou perder meu tempo com vc igual o camarada,OFF,1
Vou te trair com um mendigo,OFF,1
USER USER ituuu yg tulisan gay 😅,OFF,1
"USER USER O homem que se deitar com outro homem como se fosse uma mulher, ambos cometeram uma abominação, deverão morrer, e seu sangue cairá sobre eles.",OFF,1
"RIDICULA, USER USER, PREPOTENTE, USER, BOCA SUJA, USER USER, USER, TOTALMENTE RIDICULAAA USER USER",OFF,1
queria terminar meu follow trick puta URL,OFF,1
"A turma que começou esta tag acho que o HASHTAG porque quer julgar e afastar, muito justamente, Deltan. Essa gente gosta de ser burra? Não entendem que esse cara prevaricou? É crime funcional, sujeito a condenação e pena. Vão estudar, bando de ignorantes.",OFF,1
Quem tem ódio é a 'extrema-direita' ou você? USER URL,OFF,1
USER USER temos culpa se vc e uma idiota da midia...USER',OFF,1
"O comunismo foi a maior catástrofe da humanidade, matou 17 vezes mais. Mas o nazismo tbm deve ser repudiado.",NOT,0
presidente cabaço,OFF,1
oq diabo eh isso URL,OFF,1
"amo ver a minha amiga boiola, mãe dilu não errou",OFF,1
"USER USER La fama de USER y USER es POR LADRONES. Ellos piensa q es lo mismo, comer pollo y cagar mierda, que comer mierda y cagar pollo. Ese es el mundo q quieren imponer, par de pelmazos, ladrones y bandidos. Imaginese a Roy y Benedetti juzgando a USER",OFF,1
acho feio demaisss na bunda,OFF,1
"esse povo n tem noçao... se tiver intervençao militar, nem na rua vao poder sair mais pra protestar, pq vai ser gas e bala na fuça kkkk",OFF,1
"Se a presidência da República estivesse simplesmente vaga, a situação do Brasil estaria bem melhor. O esporte do atual ocupante é matar gente, covardemente. E, claro, debochar das vítimas.",OFF,1
"Problema USER,ela se sente feliz assim,é o que importa, já a tua opinião ridícula ela nem liga. Haha",OFF,1
Agora na fazenda 12 a USER pegou no pau do Mariano e nada aconteceu,OFF,1
USER ta pouco se ferrando msm!! O USER deu uma aula e na hora dele se pronunciar: É...acabou. USER...,NOT,0
"USER USER USER Chora lixo. Continua com sua inveja kkkkkk sua vida é tão triste, tenho dó da sua mãe😴 URL",OFF,1
"Te odio fabri , deja de stalkearme estúpido",OFF,1
"RT USER: USER Foi o PA q falou, arrombado.",OFF,1
meu namos falou q acha ruim o stand up da B-Lou porq ela só fala putaria e ai eu respondi: - é porq n é vc q tem q receber 5cm de p4u 🤭🤭🤭 URL,OFF,1
Morte do Barbossa e do Yondu são muito tristes vtnc 😭😭😭,OFF,1
USER Se rendeu ne desgraçada,OFF,1
USER porra outros trabalha você só vem comer de favor tem razão mbappé,OFF,1
"Foram cagão, cederam a cultura do cancelamento, o USER falou bosta... mas e daí? USER é um peido pra quem tá cagado? Tô fora, nunca mais assisto Flow",OFF,1
aiai Leandro te odeio,OFF,1
USER cagou e limpou o cu com bosta,OFF,1
"Veio comentando é foda, falam que é ignorancia isso mas tipo, n ta mandando as crianças serem gays ta literalmente falando que pessoas lgbt tambem mercem respeito",OFF,1
USER Un vagabundo,OFF,1
"Maravilhosa campanha, excelente jogo de marketing, vocês ousaram e mostraram na campanha algo que deveria ser normal para o público mas que infelizmente ainda existe gente preconceituosa e hipócrita nesse mundo. Meus parabéns❤😉✌ HASHTAG !!!",OFF,1
"kkkkkkkkkkkkkkkkkkkkk,USERooooooossaa vc e mito criativo poha eu ri muito mas acho que devia respeitar mas a escritora do livro, cara eu gosto muito de Crepusculo acho que ela fez um otimo livro, éeh coUSERcordo com vc USER e muito gay mas o flime e muito legal é someUSERte uma ficção USERada de muita coisa mas eUSERfim vc e muito CRIATIVO...mas olha vc USER precisa quase morrer para faser uma POHA de um comeUSERtaria USEReh Caralhooo.",OFF,1
"Na minha opinião a falta de conhecimento do Monark no assunto fez com oq ele errasse feio, mais de certa forma ele contribuiu para que pessoas ignorantes no assunto como eu q não gostava da ideia do nazismo vendo todo esse rebuliço em vários canais, fez com a gente se afastasse mais ainda dessa ideia.",OFF,1
"USER Mentiroso, esa es la campaña de ustedes, pero sucia grupo de corruptos desacerado, no tienen argumentos hicieron todo lo malo habido y por haber cuando estuvieron en el gobierno ahora quieren desacreditar a otro, no tienen moral ningunos.",OFF,1
"USER USER tinha q está preso. Maior ladrão de dinheiro público do Brasil. Só está livre, graças aos seus comparsas do USER . País maldito.",OFF,1
USER USER tem q sai msm,NOT,0
"USER o USER que vive pendurado no saco do Bolsonaro, não está ai porque?",OFF,1
"eu ia colocar ele no meu trabalho, nem vou colocar mais, mlk feio do caralho mó barba de pentelho nojento",OFF,1
bolsonaro 100% Melhor presidente do Brasil está acabando com a corrupção. E a esquerda chora. Chora USER chora USER,OFF,1
"USER USER Mesmo argumento=inválido, busque por argumentos diferenciados para um debate, algm pode ver vc repetindo e criar argumentos melhores que os seus ✌",NOT,0
Se fudeu USER kkkkk bem feito,OFF,1
Ele ñ tem é amor ao próximo. Ele e essa corja de fantoches dele.,OFF,1
Presidente lixo,OFF,1
O brasileiro só fecha a porta depois que o ladrão entrou e roubou .,OFF,1
"USER USER USER Vc parece bem burrinho, a própria torcida cai em cima da org, sugiro ver eles no podcast da própria loud, eles desmentiram a situação, mas já q vc obviamente n tem argumentos para falar q a paiN é ruim vou te deixar falar sozinho",OFF,1
eres un maldito mentiroso,OFF,1
"O cara nem olha pro Monark. USER USER, mas enfim...",NOT,0
USER vai toma na seu cu,OFF,1
Não fode vadia sou cria do kayne west blindado por Jesus,OFF,1
"que pessoa sem graça, sem noção, sem carisma, a única coisa que tem é essa voz ridícul@.",OFF,1
"USER foi de racista pra NAZ1ST4 USER que evolução, se virar terrorista na Síria eu nem vou me surpreender 😂 USER parar com a maconha, cara.",OFF,1
"USER insuportável sim, vagabunda nunca",OFF,1
"USER, que barra. USER é uma merda mesmo.",OFF,1
"Ao invés de se preocuparem em aprender a fazer lanche direito, USER tem uns hambúrgueres horríveis, com um tempo de preparo que foge totalmente de fast food, já não comia essa porcaria de lanche antes agora então, usarei da minha influência aos meus para fazer maior propaganda contra, USER USER é muito melhor, talvez pq eles gastam o tempo deles em fazer lanches não criando essas porcarias que não servem para nada!",OFF,1
"USER Sem condições isso. Hora de invadir o conselho e fuder esses fdp, bando de velho nojento. Tira a corja dessa família do lugar que nem sei como chegaram lá.",OFF,1
Bandos de vagabundos doentes mentais essa burguer king,OFF,1
"Ninguém é obrigado a gostar de ou apoiar isso,as pessoas estão ficando bitoladas,é proibido falar da sexualidade,de cor das pessoas,que isso,não se tem mais o direito de opinar?ninguém é obrigado a gostar de ver mulher com mulher ou homem com homem,USER,não gostam e pronto, ....",OFF,1
"USER USER morri de ri vendo esse video...USER e um bosta mesmo em hsuaashu, zuera cara tah mandando ve continua assim...kkkk",OFF,1
Todo castigo pra vc é pouco monark,OFF,1
USER USER ela é gorda sim mas não obesa e nem doente em nenhum momento alguém citou isso!,OFF,1
Se eu tomasse um berro desses da jojo todynho eu ia me mijar toda kkkkkkkkkkkkkkkkk,NOT,0
"ta, mas quem iria ir roubar coisa no cu do mundo?",OFF,1
"USER de idade não pode responder criminalmente como adultos, más tem discernimento para entender essa aberração. Deixem nossas crianças em paz, vermes imundos.",OFF,1
"USER Chora menos cara, aceita que dói menos kkkk vira homem porra, eu não fico aqui babando ovo de político não, pra mim, eles tem uma coisa a mais que eu, tem mais que se foder... Fica aí chupando a rola do seu mito",OFF,1
"USER Chorou tanto. Falou que foi perseguido pra agora vir com essa? Vc teve a chance de se mostrar alguém descente, mas não só cagou hipocrisia. Quando Moro foi perguntado do seu caso, não te pré-julgou, nem postou nada sobre o caso, diante de tudo isso 0% de chances de ter meu voto.",OFF,1
"Pq caralhos natalia ta chorando misericórdia cara até em prova Tinha que ter um votação pra encerrar esse bbb, programa fudido do caralho",OFF,1
USER se acha pra caralho,OFF,1
vai toma no cu seu idiota!!!!!!!!!!!!!!!!!1,OFF,1
Concordo. A sociedade está doente. Eu não vi o clip pois sei o que deve ser. Como um pai assiste uma porcaria dessa com a filha na sala ? Annita é um abjeto. URL,OFF,1
"Eu concordo plenamente com tudo o que você falou!! Mas velho , não maltrata o livro! a história pode ser uma merda, mas USER do livro !!",OFF,1
USER moUSERarkao USER vai superar maUSERo quem te coUSERhece de vdd sabe q USER USER e isUSER q estão falaUSERdo vc USER falou algo iUSERfeliz e isUSER acoUSERtece com todo muUSERdo maUSERo,NOT,0
"USER SÃO USER USER! Vocês que ficam politizando e criando teorias mirabolantes sobre o filme comercial do perfume. USER É: - Militância USER - Não é uma conspiração para destruir a família tradicional. Vocês, que polarizaram e criaram uma guerra virtual, são muito chatos e talvez até ingênuos. O QUE É: Uma empresa querendo VENDER! Só! Ela não quer amar os gays, não quer amar os héteros. É negócio! É venda! Não quer destruir sua família nem ir com você para a parada gay"" Era pra gerar buzz, era pra agradar um ""consumidor em potencial"" que costuma ser muito fiel às marcas. Agradou quem queria agradar e gerou um ""putcha"" buzz! NOTA 10 para agência envolvida. Nota 0 para os gayzistas e também para o ""outro lado"": os malafaistas!",OFF,1
Perfeito pega uma frase de efeito e fica replicando todo pau mandado é assim gado gado gado gado gado🐦,OFF,1
"Vai tarde ácaro, canal desse pra levar alguma idéia relevante e só fala merda desde o início. Não podemos normalizar uma atitude patética como essa, USER e não volte mais.",OFF,1
Meu USER que isso que roupa é essa minha irma aff ridicula sem comentario.,OFF,1
"Vacilão, desconhecido, otário e assim vai 🤣🤣🤣 URL",OFF,1
USER Caraiooo ficou gambá demais com esse cabelinho,OFF,1
"USER tudo bem o cara errou e foi certo ele deveria ser expulso, mais a USER é insuportável",OFF,1
">>5454718 anos e fumando? caralho, anão.",OFF,1
"USER O povo achava que em 07 de setembro, tudo se resolveria como um conto de fadas. Povinho ingênuo e ignorante é fod@!!!",OFF,1
USER vai te fuder Manuela krl,OFF,1
USER Me das asco y como mujeres NO VALES NADA!!!!! Te tendrás que tragar tus palabras y pedir disculpas como se debe IGNORANTE ASQUROSA 🤮,OFF,1
Bebi uma das cachaças mais gostosas q eu já provei pqpppp q bicha boa,OFF,1
Que auto estima ❤️ Mas se tá certa é perfeita pra caralho as USER passam mal ❤️☺️,OFF,1
"Exatamente, todo ladrão, mentirosa e vagabundo é bom de conversa. Ele tem problemas mentais assim como ela, que respeito ele mostrou ao expor isso tudo? Se é que isso tudo é verdade neh",OFF,1
E o ex @ q ficou putinho pq eu não respondi ele e apagou a resposta do meu story ahahahha como é MA RA VI LHO SO isso ahhahh,OFF,1
"Qué cojones 2022, volvieron feminazi a Gloria! 😂 URL",OFF,1
"De novo ? Tomar no cu, todo dia isso aí URL",OFF,1
caralho preciso ir nesse lugar de olha a promoção do lanche,OFF,1
rt USER mete com força e com talento estou ofegante e vc percebendo bate maltrata essa puta safada quero jatada de leite na cara,OFF,1
USER é foda cara!!! tudo que tu disse é PURA USER USER Muito bom o vídeo! Não parei de rir até agora AEHAuehUEHueahUEH,OFF,1
Nunca mais comerei nessa porcaria!,OFF,1
"USER USER é fodao mesmo! Conheco gurizinho assim como ele, esculachando ate com razao, mas ao mesmo tempo deixando transparecer sua propria personalidade Jacob, sabendo que tem pencas de guriazinhas gritando no canal dele (Canal no bom sentido da palavra). Todo estilo Fabio USER em plena puberdade querendo parecer homem feito com ja dizia o Dadinho antes mesmo de se tornar Zé USER. Vou te dizer uma coisa guri, USER não pega mulher de verdade, mas sim Bella ou funkeiras. USER USER USER!",OFF,1
USER USER você sabe julgar. Eu sei de crianças que são abusadas por homossexuais - você se preocupa com elas?,OFF,1
Essa mulher ridícula,OFF,1
vcs no rolê: pqp já gastei 40 conto infeeeeeeernoooooooo eu no role : opa não tem eu no role pq nem no role eu vou,OFF,1
Traidores a la patria son los que se doblegan ante un descerebrado o un partido político y olvidan a la patria. Viva México!!! No el idiota de Palacio.,OFF,1
Puta que pariu. São 1h da manhã e eu beijei aquela boca. Zerei minha vida. Não quero mais nada.,OFF,1
ptm te odioooo,OFF,1
o cara é um fake de mendingo. kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,NOT,0
esse é o nosso presidente kkkk ta mais e USER na hora desse maluco sair do poder,OFF,1
"MA MARIA CHE CAZZO DICE A FRANCESCO ""PERCHÉ DAI PER SCONTATO DI USCIRE TE?"" MA SEI CRETINA DIO MIO HASHTAG URL",OFF,1
"USER...USER USER, USER USER SUA USER FAZENDO COM OUTRO CARA, USERS USER USER? KKKKKKKKKKKKKK",OFF,1
Lixo 😎👍,OFF,1
caralho mano o cara abriu a porta do metro e daaaaaaaaaaaale no cara,OFF,1
Coisas que eu tenho que ler no dia da mulher Excluído pq não tenho paciência pra uma pessoa tão burra URL,OFF,1
"RT USER: USER USER Pois eh, quem é esse lixo de Pablo, sei oq é isso aí, não dá pra definir!!!",OFF,1
"Colin essa temporada foi ladrão, maconheiro e detetive. O homem ja pode escrever um suspense policial",OFF,1
"Quem dentre vós não tiver pecado, atire a primeira pedra! - USER 8,1-11 Por que é que você vê o cisco que está no olho do seu irmão e não repara na trave de madeira que está no seu próprio olho? Como é que você pode dizer ao seu irmão: “Me deixe tirar esse cisco do seu olho”, quando você está com uma trave no seu próprio olho? USER! Tire primeiro a trave que está no seu olho e então poderá ver bem para tirar o cisco que está no olho do seu irmão. USER 7:3-5 Não convém a gente levantar escândalo de começo, só aos poucos é que o escuro é claro USER USER",NOT,0
vai da treta vai da treta,NOT,0
USER aaaa fodase vcs,OFF,1
USER USER USER Kkkkkk esse traveco quer é passar o cacete no botão sujo do Luladrão!!! 🤣🤣🤣🤣,OFF,1
"Miseráveis, deixem nossas crianças em paz,fora dessa safadeza, façam o que quiserem com seus corpos mais deixem as crianças fora disso.",OFF,1
USER y asqueroso chancros gonerréicos,OFF,1
"USER USER, como evangélico, vc tá nos ofendendo. Para de jogar as pessoas umas contra as outras por meio de mentira. Isso é ser cretino. Se vc não pediu ajuda, como um dado tão importante seu foi exposto, q é a chave do pix? USER USER USER",OFF,1
"USER USER Fez várias cagadas , mas não roubou ... Por nomeações e sancionar leis .. já tem que ser impichado ?",OFF,1
¿No les pasa que están tranquilos y de repente les entran unas ganas de mamar cuca a lo mal?,OFF,1
Um esquerdista desse merece morre cagando!,OFF,1
Paga o que USER deve pra Receita USER véio safado !!!,OFF,1
"Que pena que não enfiaram a faca mais fundo, e da uma torcidinha no fim, aí o vagabundo do Bolsonaro morre!",OFF,1
ang clingy ni satanas. 🥺,OFF,1
Podre este comercial.,OFF,1
"E uma vergonha ,tem que mudar essa lei maldita",OFF,1
Discutir com noia e o pior kkkkkk,OFF,1
sou uma putinha gostosa 😩😩😩,OFF,1
USER Tas grande gordo ahora te cago las monedas de tu cuenta,OFF,1
USER O rui ladrão como ele e chamado na Bahia tá com raiva porque não vai cai um centavo na conta dele hoje vc não vai rouba né rui ladrão,OFF,1
Lo estúpida que me pongo con la persona que me gusta...F It's too much for me,OFF,1
pensa no cagaço do babaca quando o cara meteu o braço pra fora da porta,OFF,1
"Como que c锚s fala que o cara desperdi莽ou? O cara teve depress茫o, perdeu o pai num momento importante, assumiu a raiz de favelado, igual sempre foi, fez mais pelos mlk que esses pau no cu tudo que c锚s endeuzam hj em dia... O cara n茫o desperdi莽ou, o cara viveu!",OFF,1
tão lindo ver homens dando o cu pras namoradas isso sim eh uma grande conquista do dia a dia,OFF,1
"USER TANTA USER. ATE QUE A USER O USER. USER O USER DA IGNORÂNCIA. APOIAR O USER. FOI O FIM DA PICADA. USER, MESMO SENDO SEM A INTENÇÃO.",OFF,1
"Foi erro de escrita ou USER realmente acha que é ""orror""... Sua mente é revolucionária mesmo, sabe nem apreciar algo bom pra todos",OFF,1
"USER, canalha, mal USER, traído, vagabundo.",OFF,1
USER É MEU SACO KK,OFF,1
"USER USER Vcs vão dar ouvidos a esse imbecil do Mauro Sergio,sou palmeirense e não sei como esse sujeito ainda tem emprego,bom pra ele só JJ ,só!",OFF,1
é incrível a minha capacidade de fazer merda e ser um cuzão egoísta as vezes,OFF,1
"USER USER,USER eh o kra,realmente CREPUSCULO eh uam grande MERDAA,ri pra kralho e USER vi mtas vezes kkkkkkkkkkkkk",OFF,1
USER Velho gagá,OFF,1
USER USER USER meu pau no seu cu,OFF,1
MAs enfim... foda-se eles se apaixonam huasuhsuhauhs,OFF,1
"o USER USER exprime as opiniões dele,ele fala criticas USERbre os artistas! USER,prestem atenção não adianta nada vocês ficaram chingando uns aos outros tipo ""ah esse USER é uma merda ,esse gay,USER USER USER,"" e outros ""ah quem gosta de crepusculo são umas menininhas bobas e sem sal rs"" USER NAO PRECISAM DISSO! cada menina tem sua fase,de acreditar em USERnhos,vampiros,principes encantados..mas algumas pesUSERas não concordam com isUSER.. eles podem não concordar,mas cada um tem sua opinião :]",OFF,1
"Marketing lixo, deixem as crianças em paz. Já prestam um serviço lixo é ainda se prestam a essa propaganda forçada usando crianças. Não compro mais nada nessa porcaria, já não comprava tempo, agora foi a gota d'água.",OFF,1
Me enoja la vida esos majes ridículos que pasan en su moto haciendo tanto escándalo cuando estoy trabajando 😡,OFF,1
">>62488e por quê te incomoda ela ter mais parceiros que você? é uma fodendo competição por acaso?larga de ser frouxo e aproveite o fato de estar com uma carambola experiente: além de te dar uma canseira na cama (no bom sentido), não vai ficar de cu doce e nem cheia de não-me-toques.",OFF,1
USER gayzao da minha vida,OFF,1
motoboy babaca do caralho espero que o pneu estoure,OFF,1
"Eu jamais faria o que essa moça fez, porém a vítima foi o mendigo que é fora da casinha, dá para perceber. Então só resta desejar boa sorte para quem foi espancado pelo corno!!",OFF,1
MULHER CHATAAAAAAA DO CRLW!!!!!!!,OFF,1
